Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   20058/20058       sub_1005f800() [417]
                0.00    0.00   14339/64887       fpuinsns::fcomp32(unsigned int) [396]
                0.00    0.00    6532/6532        sub_10060b20() [422]
                0.00    0.00    4645/4645        sub_10019e90() [428]
                0.00    0.00    4645/4645        sub_100175b0() [427]
-----------------------------------------------
                0.00    0.45       8/8           sub_1000a710() [11]
[17]     8.6    0.00    0.45       8         sub_10019620() [17]
                0.44    0.00      86/86          sub_1004c750() [18]
                0.00    0.01       4/4           sub_100194d0() [100]
                0.00    0.00       3/1593        sub_10004040() [44]
                0.00    0.00       3/6           sub_1004a030() [268]
                0.00    0.00      46/4378113     fpuinsns::fppush(double) [31]
                0.00    0.00      38/1083893     sub_100c90d2_native(char const*, char const*) [75]
                0.00    0.00       3/3           sub_10049ea0() [352]
                0.00    0.00      92/3173        sub_1004a140() [284]
                0.00    0.00      46/10581981     fpuinsns::fppop() [30]
                0.00    0.00       3/3           sub_10019530() [358]
                0.00    0.00       6/25          sub_10049db0() [345]
                0.00    0.00      86/105485      sub_100c8680() [391]
                0.00    0.00      46/46          sub_1003bd60() [533]
                0.00    0.00       9/17          sub_100c9860() [617]
                0.00    0.00       8/16          sub_10019570() [619]
                0.00    0.00       8/8           sub_100ca881() [672]
                0.00    0.00       6/21          sub_100ca480() [599]
                0.00    0.00       6/46          sub_100c9ce7() [534]
                0.00    0.00       6/29360       sub_100c8749() [405]
                0.00    0.00       3/10          sub_10049d80() [635]
                0.00    0.00       3/3           sub_1005f300() [731]
                0.00    0.00       3/4           sub_1000c430() [695]
-----------------------------------------------
                0.44    0.00      86/86          sub_10019620() [17]
[18]     8.4    0.44    0.00      86         sub_1004c750() [18]
-----------------------------------------------
                0.34    0.00    7903/7903        sub_10015160() [4]
[19]     6.5    0.34    0.00    7903         subopt_1005a9d0() [19]
                0.00    0.00    7903/54000       subopt_10007230() [398]
-----------------------------------------------
                0.01    0.27   21738/21738       sub_10015160() [4]
[20]     5.4    0.01    0.27   21738         subopt_10060640() [20]
                0.21    0.00   21738/21738       sub_1005fc90() [25]
                0.06    0.00   21738/21738       subopt_10060380() [43]
                0.00    0.00   21738/50548       subopt_100656a0() [105]
-----------------------------------------------
                0.00    0.27       8/8           sub_1001b3a0() [23]
[21]     5.2    0.00    0.27       8         sub_1001c7f0() [21]
                0.00    0.27       4/4           sub_1001b540() [22]
                0.00    0.00       4/4           sub_10055f40() [703]
-----------------------------------------------
                0.00    0.27       4/4           sub_1001c7f0() [21]
[22]     5.2    0.00    0.27       4         sub_1001b540() [22]
                0.00    0.26       1/2           sub_1000a710() [11]
                0.00    0.01       1/1           sub_1005f520() [97]
                0.00    0.00       1/1           sub_1005f4c0() [154]
                0.00    0.00       1/1           sub_10007a70() [762]
-----------------------------------------------
                                                 <spontaneous>
[23]     5.2    0.00    0.27                 sub_1001b3a0() [23]
                0.00    0.27       8/8           sub_1001c7f0() [21]
-----------------------------------------------
                0.24    0.00   12000/12000       sub_1006b050() [13]
[24]     4.6    0.24    0.00   12000         sub_1006ff60_native(char*, float*, int) [24]
-----------------------------------------------
                0.21    0.00   21738/21738       subopt_10060640() [20]
[25]     4.0    0.21    0.00   21738         sub_1005fc90() [25]
-----------------------------------------------
                0.09    0.00 1357617/2969821     subopt_10062e20() [9]
                0.10    0.00 1612204/2969821     subopt_1005d330() [7]
[26]     3.6    0.19    0.00 2969821         subopt_100685e0() [26]
-----------------------------------------------
                0.00    0.00     683/5843051     sub_100599b0() [233]
                0.00    0.00  218504/5843051     sub_100176d0() [16]
                0.13    0.00 5623864/5843051     sub_10066dc0() [5]
[27]     2.5    0.13    0.00 5843051         fpuinsns::fldst(int) [27]
-----------------------------------------------
                0.00    0.00       3/406         advapi32::RegOpenKeyExA() [197]
                0.00    0.00       3/406         advapi32::RegQueryValueExA() [198]
                0.10    0.01     400/406         subopt_1006df90() [29]
[28]     2.2    0.10    0.01     406         advapi32::readStr(unsigned int) [28]
                0.01    0.00    1200/2434        kernel32::readString(unsigned int) [65]
-----------------------------------------------
                0.00    0.11     400/400         sub_1006b050() [13]
[29]     2.2    0.00    0.11     400         subopt_1006df90() [29]
                0.10    0.01     400/406         advapi32::readStr(unsigned int) [28]
-----------------------------------------------
                0.00    0.00      42/10581981     sub_100599b0() [233]
                0.00    0.00      46/10581981     sub_10019620() [17]
                0.00    0.00  248335/10581981     sub_100176d0() [16]
                0.11    0.00 10333558/10581981     sub_10066dc0() [5]
[30]     2.1    0.11    0.00 10581981         fpuinsns::fppop() [30]
-----------------------------------------------
                0.00    0.00      46/4378113     sub_10019620() [17]
                0.00    0.00  149375/4378113     sub_100176d0() [16]
                0.10    0.00 4228692/4378113     sub_10066dc0() [5]
[31]     1.9    0.10    0.00 4378113         fpuinsns::fppush(double) [31]
-----------------------------------------------
                0.00    0.09       1/1           sub_1000c600() [15]
[32]     1.8    0.00    0.09       1         sub_10009970() [32]
                0.00    0.09       5/5           sub_10004740() [33]
                0.00    0.00       5/7           sub_10004110() [316]
                0.00    0.00       2/2           sub_100078b0() [343]
                0.00    0.00       3/5           sub_100ca62f() [344]
                0.00    0.00       2/2           sub_1004b690() [357]
                0.00    0.00       1/1           sub_100ca5ff() [371]
                0.00    0.00       8/22          sub_100ca6c6() [597]
                0.00    0.00       1/3           sub_1004c330() [723]
-----------------------------------------------
                0.00    0.09       5/5           sub_10009970() [32]
[33]     1.8    0.00    0.09       5         sub_10004740() [33]
                0.00    0.07       5/5           sub_10004520() [39]
                0.01    0.02       5/7           sub_100c8cf0() [62]
-----------------------------------------------
                0.00    0.02      36/108         sub_10007be0() [74]
                0.00    0.05      72/108         sub_100016e0() [54]
[34]     1.4    0.00    0.07     108         sub_10007ce0() [34]
                0.00    0.07       1/1           sub_10062240() [35]
                0.00    0.00       2/5           sub_10055700() [346]
                0.00    0.00     108/40263       sub_10007230() [402]
                0.00    0.00       5/6           sub_10062760() [677]
                0.00    0.00       2/2           sub_1005cd30() [747]
                0.00    0.00       1/1           sub_10062820() [790]
-----------------------------------------------
                0.00    0.07       1/1           sub_10007ce0() [34]
[35]     1.4    0.00    0.07       1         sub_10062240() [35]
                0.00    0.07       1/1           sub_10068e20() [37]
                0.00    0.00       9/1615        sub_10062430() [206]
                0.00    0.00       2/40263       sub_10007230() [402]
                0.00    0.00       1/417         sub_100dfe70() [465]
                0.00    0.00       1/417         sub_100dfeb0() [466]
-----------------------------------------------
                0.00    0.07       1/1           sub_10068e20() [37]
[36]     1.4    0.00    0.07       1         sub_10068d00() [36]
                0.00    0.07       1/1           sub_10069b20() [38]
-----------------------------------------------
                0.00    0.07       1/1           sub_10062240() [35]
[37]     1.4    0.00    0.07       1         sub_10068e20() [37]
                0.00    0.07       1/1           sub_10068d00() [36]
                0.00    0.00       1/29360       sub_100c8749() [405]
-----------------------------------------------
                0.00    0.07       1/1           sub_10068d00() [36]
[38]     1.4    0.00    0.07       1         sub_10069b20() [38]
                0.00    0.06       1/1           sub_1006c600() [42]
                0.00    0.00       1/2           sub_1006c1c0() [135]
                0.00    0.00       1/1           sub_1006a370() [157]
                0.00    0.00       1/4           sub_1006c340() [328]
                0.00    0.00       1/29360       sub_100c8749() [405]
-----------------------------------------------
                                  17             sub_10004520() [39]
                0.00    0.07       5/5           sub_10004740() [33]
[39]     1.3    0.00    0.07       5+17      sub_10004520() [39]
                0.01    0.06    1589/1590        sub_100041b0() [40]
                0.00    0.00    1611/1617        sub_1004b180() [221]
                0.00    0.00    3144/1083893     sub_100c90d2_native(char const*, char const*) [75]
                0.00    0.00      22/27          sub_1004b660() [322]
                0.00    0.00      22/29360       sub_100c8749() [405]
                0.00    0.00      22/27          sub_1004b0d0() [585]
                                  17             sub_10004520() [39]
-----------------------------------------------
                0.00    0.00       1/1590        sub_10007d90() [143]
                0.01    0.06    1589/1590        sub_10004520() [39]
[40]     1.3    0.01    0.06    1590         sub_100041b0() [40]
                0.03    0.03    1590/1593        sub_10004040() [44]
                0.00    0.00      23/76          sub_100c924a() [126]
                0.00    0.00    1576/105485      sub_100c8680() [391]
                0.00    0.00       4/29360       sub_100c8749() [405]
-----------------------------------------------
                0.00    0.00   60148/5633464     sub_100176d0() [16]
                0.07    0.00 5573316/5633464     sub_10066dc0() [5]
[41]     1.3    0.07    0.00 5633464         fpuinsns::faddst(int) [41]
-----------------------------------------------
                0.00    0.06       1/1           sub_10069b20() [38]
[42]     1.2    0.00    0.06       1         sub_1006c600() [42]
